,window_id,item_id_seq_train,item_id_target,wrong_time_delta_interaction,session,dup_check,dup_item_id_seq_train_list,item_id_sum,dup_id
3924,3924,2 5 15 7,15,0 0 0 0,4827.0,2 5 15 7_15,"[2, 5, 15, 7]",29,182
1536,1536,2 5 15 7,15,0 0 0 0,1662.0,2 5 15 7_15,"[2, 5, 15, 7]",29,182
315,315,2 5 15,7,0 0 0,654.0,2 5 15_7,"[2, 5, 15]",22,183
1537,1537,2 5 15,7,0 0 0,1662.0,2 5 15_7,"[2, 5, 15]",22,183
2357,2357,2 5 15,7,0 0 0,2188.0,2 5 15_7,"[2, 5, 15]",22,183
3925,3925,2 5 15,7,0 0 0,4827.0,2 5 15_7,"[2, 5, 15]",22,183
4320,4320,2 5 28,28,0 0 0,5211.0,2 5 28_28,"[2, 5, 28]",35,184
4319,4319,2 5 28,28,0 0 0,5211.0,2 5 28_28,"[2, 5, 28]",35,184
35,35,2 5 2,2,0 0 0,189.0,2 5 2_2,"[2, 5, 2]",9,185
540,540,2 5 2,2,0 0 0,809.0,2 5 2_2,"[2, 5, 2]",9,185
542,542,2 5 2,2,0 0 0,809.0,2 5 2_2,"[2, 5, 2]",9,185
541,541,2 5 2,2,0 0 0,809.0,2 5 2_2,"[2, 5, 2]",9,185
1164,1164,2 5 2,2,0 0 0,1372.0,2 5 2_2,"[2, 5, 2]",9,185
4175,4175,2 5 4 5 15 7 4,4,0 0 0 0 0 0 0,5031.0,2 5 4 5 15 7 4_4,"[2, 5, 4, 5, 15, 7, 4]",42,186
4176,4176,2 5 4 5 15 7 4,4,0 0 0 0 0 0 0,5031.0,2 5 4 5 15 7 4_4,"[2, 5, 4, 5, 15, 7, 4]",42,186
4174,4174,2 5 4 5 15 7 4,4,0 0 0 0 0 0 0,5031.0,2 5 4 5 15 7 4_4,"[2, 5, 4, 5, 15, 7, 4]",42,186
2781,2781,2 5 4 5 2,2,0 0 0 0 0,3399.0,2 5 4 5 2_2,"[2, 5, 4, 5, 2]",18,187
2782,2782,2 5 4 5 2,2,0 0 0 0 0,3399.0,2 5 4 5 2_2,"[2, 5, 4, 5, 2]",18,187
2784,2784,2 5 4,5,0 0 0,3399.0,2 5 4_5,"[2, 5, 4]",11,188
4180,4180,2 5 4,5,0 0 0,5031.0,2 5 4_5,"[2, 5, 4]",11,188
20,20,2 5 4,5,0 0 0,164.0,2 5 4_5,"[2, 5, 4]",11,188
316,316,2 5,15,0 0,654.0,2 5_15,"[2, 5]",7,189
2358,2358,2 5,15,0 0,2188.0,2 5_15,"[2, 5]",7,189
3926,3926,2 5,15,0 0,4827.0,2 5_15,"[2, 5]",7,189
1233,1233,2 5,15,0 0,1394.0,2 5_15,"[2, 5]",7,189
1539,1539,2 5,15,0 0,1662.0,2 5_15,"[2, 5]",7,189
36,36,2 5,2,0 0,189.0,2 5_2,"[2, 5]",7,190
39,39,2 5,2,0 0,199.0,2 5_2,"[2, 5]",7,190
1165,1165,2 5,2,0 0,1372.0,2 5_2,"[2, 5]",7,190
543,543,2 5,2,0 0,809.0,2 5_2,"[2, 5]",7,190
207,207,2 5,2,0 0,489.0,2 5_2,"[2, 5]",7,190
1754,1754,2 5,2,0 0,1838.0,2 5_2,"[2, 5]",7,190
2785,2785,2 5,4,0 0,3399.0,2 5_4,"[2, 5]",7,191
4182,4182,2 5,4,0 0,5031.0,2 5_4,"[2, 5]",7,191
21,21,2 5,4,0 0,164.0,2 5_4,"[2, 5]",7,191
4378,4378,2 5,5,0 0,5308.0,2 5_5,"[2, 5]",7,192
4183,4183,2 5,5,0 0,5031.0,2 5_5,"[2, 5]",7,192
4041,4041,2 5,5,0 0,4889.0,2 5_5,"[2, 5]",7,192
3951,3951,2 5,5,0 0,4834.0,2 5_5,"[2, 5]",7,192
2359,2359,2 5,5,0 0,2188.0,2 5_5,"[2, 5]",7,192
774,774,2 5,5,0 0,1171.0,2 5_5,"[2, 5]",7,192
773,773,2 5,5,0 0,1171.0,2 5_5,"[2, 5]",7,192
40,40,2 5,5,0 0,199.0,2 5_5,"[2, 5]",7,192
2803,2803,2 5,6,0 0,3475.0,2 5_6,"[2, 5]",7,193
4377,4377,2 5,6,0 0,5308.0,2 5_6,"[2, 5]",7,193
4149,4149,2 6 15 2 28 5 2 5 7 5 4 5 2 5 6,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5018.0,2 6 15 2 28 5 2 5 7 5 4 5 2 5 6_6,"[2, 6, 15, 2, 28, 5, 2, 5, 7, 5, 4, 5, 2, 5, 6]",99,194
4148,4148,2 6 15 2 28 5 2 5 7 5 4 5 2 5 6,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5018.0,2 6 15 2 28 5 2 5 7 5 4 5 2 5 6_6,"[2, 6, 15, 2, 28, 5, 2, 5, 7, 5, 4, 5, 2, 5, 6]",99,194
2555,2555,2 6 2 5 11 5 7 4 5 7 5 14,14,0 0 0 0 0 0 0 0 0 0 0 0,2587.0,2 6 2 5 11 5 7 4 5 7 5 14_14,"[2, 6, 2, 5, 11, 5, 7, 4, 5, 7, 5, 14]",73,195
2556,2556,2 6 2 5 11 5 7 4 5 7 5 14,14,0 0 0 0 0 0 0 0 0 0 0 0,2587.0,2 6 2 5 11 5 7 4 5 7 5 14_14,"[2, 6, 2, 5, 11, 5, 7, 4, 5, 7, 5, 14]",73,195
2507,2507,2 6 2 6,6,0 0 0 0,2519.0,2 6 2 6_6,"[2, 6, 2, 6]",16,196
1933,1933,2 6 2 6,6,0 0 0 0,1923.0,2 6 2 6_6,"[2, 6, 2, 6]",16,196
3776,3776,2 6 23,2,0 0 0,4690.0,2 6 23_2,"[2, 6, 23]",31,197
3141,3141,2 6 23,2,0 0 0,4042.0,2 6 23_2,"[2, 6, 23]",31,197
3383,3383,2 6 2,2,0 0 0,4217.0,2 6 2_2,"[2, 6, 2]",10,198
4292,4292,2 6 2,2,0 0 0,5179.0,2 6 2_2,"[2, 6, 2]",10,198
1934,1934,2 6 2,6,0 0 0,1923.0,2 6 2_6,"[2, 6, 2]",10,199
2508,2508,2 6 2,6,0 0 0,2519.0,2 6 2_6,"[2, 6, 2]",10,199
4369,4369,2 6 2,6,0 0 0,5305.0,2 6 2_6,"[2, 6, 2]",10,199
3182,3182,2 6 3 2 9 6,6,0 0 0 0 0 0,4079.0,2 6 3 2 9 6_6,"[2, 6, 3, 2, 9, 6]",28,200
3178,3178,2 6 3 2 9 6,6,0 0 0 0 0 0,4079.0,2 6 3 2 9 6_6,"[2, 6, 3, 2, 9, 6]",28,200
3179,3179,2 6 3 2 9 6,6,0 0 0 0 0 0,4079.0,2 6 3 2 9 6_6,"[2, 6, 3, 2, 9, 6]",28,200
3180,3180,2 6 3 2 9 6,6,0 0 0 0 0 0,4079.0,2 6 3 2 9 6_6,"[2, 6, 3, 2, 9, 6]",28,200
3181,3181,2 6 3 2 9 6,6,0 0 0 0 0 0,4079.0,2 6 3 2 9 6_6,"[2, 6, 3, 2, 9, 6]",28,200
3183,3183,2 6 3 2 9 6,6,0 0 0 0 0 0,4079.0,2 6 3 2 9 6_6,"[2, 6, 3, 2, 9, 6]",28,200
3576,3576,2 6 3 2,28,0 0 0 0,4349.0,2 6 3 2_28,"[2, 6, 3, 2]",13,201
3489,3489,2 6 3 2,28,0 0 0 0,4265.0,2 6 3 2_28,"[2, 6, 3, 2]",13,201
3577,3577,2 6 3,2,0 0 0,4349.0,2 6 3_2,"[2, 6, 3]",11,202
3186,3186,2 6 3,2,0 0 0,4079.0,2 6 3_2,"[2, 6, 3]",11,202
3490,3490,2 6 3,2,0 0 0,4265.0,2 6 3_2,"[2, 6, 3]",11,202
4102,4102,2 6 4,5,0 0 0,4977.0,2 6 4_5,"[2, 6, 4]",12,203
4138,4138,2 6 4,5,0 0 0,5009.0,2 6 4_5,"[2, 6, 4]",12,203
3214,3214,2 6 4,5,0 0 0,4092.0,2 6 4_5,"[2, 6, 4]",12,203
2854,2854,2 6 4,5,0 0 0,3692.0,2 6 4_5,"[2, 6, 4]",12,203
689,689,2 6,2,0 0,1079.0,2 6_2,"[2, 6]",8,204
2526,2526,2 6,2,0 0,2534.0,2 6_2,"[2, 6]",8,204
2566,2566,2 6,2,0 0,2587.0,2 6_2,"[2, 6]",8,204
4293,4293,2 6,2,0 0,5179.0,2 6_2,"[2, 6]",8,204
4118,4118,2 6,2,0 0,4998.0,2 6_2,"[2, 6]",8,204
2509,2509,2 6,2,0 0,2519.0,2 6_2,"[2, 6]",8,204
3384,3384,2 6,2,0 0,4217.0,2 6_2,"[2, 6]",8,204
3636,3636,2 6,2,0 0,4403.0,2 6_2,"[2, 6]",8,204
4370,4370,2 6,2,0 0,5305.0,2 6_2,"[2, 6]",8,204
1935,1935,2 6,2,0 0,1923.0,2 6_2,"[2, 6]",8,204
3777,3777,2 6,23,0 0,4690.0,2 6_23,"[2, 6]",8,205
2925,2925,2 6,23,0 0,3923.0,2 6_23,"[2, 6]",8,205
4130,4130,2 6,23,0 0,5006.0,2 6_23,"[2, 6]",8,205
3142,3142,2 6,23,0 0,4042.0,2 6_23,"[2, 6]",8,205
4185,4185,2 6,23,0 0,5037.0,2 6_23,"[2, 6]",8,205
2650,2650,2 6,24,0 0,2749.0,2 6_24,"[2, 6]",8,206
2613,2613,2 6,24,0 0,2639.0,2 6_24,"[2, 6]",8,206
3493,3493,2 6,28,0 0,4266.0,2 6_28,"[2, 6]",8,207
3519,3519,2 6,28,0 0,4293.0,2 6_28,"[2, 6]",8,207
3187,3187,2 6,3,0 0,4079.0,2 6_3,"[2, 6]",8,208
3491,3491,2 6,3,0 0,4265.0,2 6_3,"[2, 6]",8,208
3578,3578,2 6,3,0 0,4349.0,2 6_3,"[2, 6]",8,208
3215,3215,2 6,4,0 0,4092.0,2 6_4,"[2, 6]",8,209
4103,4103,2 6,4,0 0,4977.0,2 6_4,"[2, 6]",8,209
4139,4139,2 6,4,0 0,5009.0,2 6_4,"[2, 6]",8,209
2855,2855,2 6,4,0 0,3692.0,2 6_4,"[2, 6]",8,209
2567,2567,2 6,6,0 0,2587.0,2 6_6,"[2, 6]",8,210
2528,2528,2 6,6,0 0,2534.0,2 6_6,"[2, 6]",8,210
2527,2527,2 6,6,0 0,2534.0,2 6_6,"[2, 6]",8,210
2654,2654,2 6,6,0 0,2751.0,2 6_6,"[2, 6]",8,210
1129,1129,2 6,6,0 0,1359.0,2 6_6,"[2, 6]",8,210
2876,2876,2 6,6,0 0,3840.0,2 6_6,"[2, 6]",8,210
2926,2926,2 6,6,0 0,3923.0,2 6_6,"[2, 6]",8,210
2653,2653,2 6,6,0 0,2751.0,2 6_6,"[2, 6]",8,210
2634,2634,2 6,6,0 0,2669.0,2 6_6,"[2, 6]",8,210
4132,4132,2 6,6,0 0,5007.0,2 6_6,"[2, 6]",8,210
3144,3144,2 6,6,0 0,4042.0,2 6_6,"[2, 6]",8,210
3188,3188,2 6,6,0 0,4079.0,2 6_6,"[2, 6]",8,210
3494,3494,2 6,6,0 0,4266.0,2 6_6,"[2, 6]",8,210
3525,3525,2 6,6,0 0,4301.0,2 6_6,"[2, 6]",8,210
4109,4109,2 6,6,0 0,4982.0,2 6_6,"[2, 6]",8,210
4119,4119,2 6,6,0 0,4998.0,2 6_6,"[2, 6]",8,210
3143,3143,2 6,6,0 0,4042.0,2 6_6,"[2, 6]",8,210
4360,4360,2 6,6,0 0,5303.0,2 6_6,"[2, 6]",8,210
3524,3524,2 6,9,0 0,4301.0,2 6_9,"[2, 6]",8,211
3294,3294,2 6,9,0 0,4139.0,2 6_9,"[2, 6]",8,211
3162,3162,23 5 4,4,0 0 0,4058.0,23 5 4_4,"[23, 5, 4]",32,212
3163,3163,23 5 4,4,0 0 0,4058.0,23 5 4_4,"[23, 5, 4]",32,212
2924,2924,26,19,0,3922.0,26_19,[26],26,213
2940,2940,26,19,0,3934.0,26_19,[26],26,213
3595,3595,28 2 28 2,28,0 0 0 0,4371.0,28 2 28 2_28,"[28, 2, 28, 2]",60,214
3699,3699,28 2 28 2,28,0 0 0 0,4607.0,28 2 28 2_28,"[28, 2, 28, 2]",60,214
3700,3700,28 2 28,2,0 0 0,4607.0,28 2 28_2,"[28, 2, 28]",58,215
3597,3597,28 2 28,2,0 0 0,4371.0,28 2 28_2,"[28, 2, 28]",58,215
3590,3590,28 2 3,2,0 0 0,4364.0,28 2 3_2,"[28, 2, 3]",33,216
3584,3584,28 2 3,2,0 0 0,4360.0,28 2 3_2,"[28, 2, 3]",33,216
4391,4391,28 2 5 28 2,2,0 0 0 0 0,5330.0,28 2 5 28 2_2,"[28, 2, 5, 28, 2]",65,217
4392,4392,28 2 5 28 2,2,0 0 0 0 0,5330.0,28 2 5 28 2_2,"[28, 2, 5, 28, 2]",65,217
3629,3629,28 2,2,0 0,4398.0,28 2_2,"[28, 2]",30,218
3628,3628,28 2,2,0 0,4398.0,28 2_2,"[28, 2]",30,218
3599,3599,28 2,2,0 0,4371.0,28 2_2,"[28, 2]",30,218
4400,4400,28 2,2,0 0,5336.0,28 2_2,"[28, 2]",30,218
3702,3702,28 2,2,0 0,4607.0,28 2_2,"[28, 2]",30,218
3701,3701,28 2,28,0 0,4607.0,28 2_28,"[28, 2]",30,219
3598,3598,28 2,28,0 0,4371.0,28 2_28,"[28, 2]",30,219
3591,3591,28 2,3,0 0,4364.0,28 2_3,"[28, 2]",30,220
3585,3585,28 2,3,0 0,4360.0,28 2_3,"[28, 2]",30,220
3127,3127,28 3 2,2,0 0 0,4031.0,28 3 2_2,"[28, 3, 2]",33,221
3204,3204,28 3 2,2,0 0 0,4084.0,28 3 2_2,"[28, 3, 2]",33,221
3128,3128,28 3,2,0 0,4031.0,28 3_2,"[28, 3]",31,222
3205,3205,28 3,2,0 0,4084.0,28 3_2,"[28, 3]",31,222
3740,3740,28 4 5,2,0 0 0,4627.0,28 4 5_2,"[28, 4, 5]",37,223
4334,4334,28 4 5,2,0 0 0,5259.0,28 4 5_2,"[28, 4, 5]",37,223
3253,3253,28 4,5,0 0,4115.0,28 4_5,"[28, 4]",32,224
4335,4335,28 4,5,0 0,5259.0,28 4_5,"[28, 4]",32,224
3741,3741,28 4,5,0 0,4627.0,28 4_5,"[28, 4]",32,224
3432,3432,28 4,5,0 0,4237.0,28 4_5,"[28, 4]",32,224
4196,4196,28 4,5,0 0,5045.0,28 4_5,"[28, 4]",32,224
3009,3009,28 6 13 2 26 19 3 2 4 5 4 5 4 5 4 5 6 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3978.0,28 6 13 2 26 19 3 2 4 5 4 5 4 5 4 5 6 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4_4,"[28, 6, 13, 2, 26, 19, 3, 2, 4, 5, 4, 5, 4, 5, 4, 5, 6, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]",244,225
3010,3010,28 6 13 2 26 19 3 2 4 5 4 5 4 5 4 5 6 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3978.0,28 6 13 2 26 19 3 2 4 5 4 5 4 5 4 5 6 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4_4,"[28, 6, 13, 2, 26, 19, 3, 2, 4, 5, 4, 5, 4, 5, 4, 5, 6, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]",244,225
3479,3479,28 6,2,0 0,4261.0,28 6_2,"[28, 6]",34,226
3673,3673,28 6,2,0 0,4445.0,28 6_2,"[28, 6]",34,226
3480,3480,28 6,6,0 0,4261.0,28 6_6,"[28, 6]",34,227
3674,3674,28 6,6,0 0,4445.0,28 6_6,"[28, 6]",34,227
3849,3849,28 6,6,0 0,4767.0,28 6_6,"[28, 6]",34,227
3851,3851,28 6,6,0 0,4769.0,28 6_6,"[28, 6]",34,227
3852,3852,28 6,6,0 0,4769.0,28 6_6,"[28, 6]",34,227
3601,3601,28 6,6,0 0,4373.0,28 6_6,"[28, 6]",34,227
3630,3630,28,2,0,4398.0,28_2,[28],28,228
3666,3666,28,2,0,4441.0,28_2,[28],28,228
3703,3703,28,2,0,4607.0,28_2,[28],28,228
3600,3600,28,2,0,4371.0,28_2,[28],28,228
4254,4254,28,2,0,5106.0,28_2,[28],28,228
4396,4396,28,2,0,5330.0,28_2,[28],28,228
4401,4401,28,2,0,5336.0,28_2,[28],28,228
3593,3593,28,2,0,4367.0,28_2,[28],28,228
3592,3592,28,2,0,4364.0,28_2,[28],28,228
3586,3586,28,2,0,4360.0,28_2,[28],28,228
3521,3521,28,2,0,4296.0,28_2,[28],28,228
3607,3607,28,2,0,4383.0,28_2,[28],28,228
4188,4188,28,2,0,5038.0,28_2,[28],28,228
4189,4189,28,28,0,5038.0,28_28,[28],28,229
3401,3401,28,28,0,4227.0,28_28,[28],28,229
3434,3434,28,28,0,4237.0,28_28,[28],28,229
3594,3594,28,28,0,4367.0,28_28,[28],28,229
3129,3129,28,3,0,4031.0,28_3,[28],28,230
3206,3206,28,3,0,4084.0,28_3,[28],28,230
3254,3254,28,4,0,4115.0,28_4,[28],28,231
3433,3433,28,4,0,4237.0,28_4,[28],28,231
3742,3742,28,4,0,4627.0,28_4,[28],28,231
4197,4197,28,4,0,5045.0,28_4,[28],28,231
4336,4336,28,4,0,5259.0,28_4,[28],28,231
3050,3050,28,6,0,3978.0,28_6,[28],28,232
3853,3853,28,6,0,4769.0,28_6,[28],28,232
3675,3675,28,6,0,4445.0,28_6,[28],28,232
3602,3602,28,6,0,4373.0,28_6,[28],28,232
3481,3481,28,6,0,4261.0,28_6,[28],28,232
3343,3343,28,6,0,4185.0,28_6,[28],28,232
3850,3850,28,6,0,4767.0,28_6,[28],28,232
2991,2991,28,9,0,3976.0,28_9,[28],28,233
3126,3126,28,9,0,4030.0,28_9,[28],28,233
297,297,2,1,0,611.0,2_1,[2],2,234
271,271,2,1,0,541.0,2_1,[2],2,234
265,265,2,1,0,532.0,2_1,[2],2,234
545,545,2,1,0,812.0,2_1,[2],2,234
246,246,2,1,0,514.0,2_1,[2],2,234
235,235,2,1,0,504.0,2_1,[2],2,234
220,220,2,1,0,496.0,2_1,[2],2,234
216,216,2,1,0,490.0,2_1,[2],2,234
206,206,2,1,0,481.0,2_1,[2],2,234
198,198,2,1,0,474.0,2_1,[2],2,234
163,163,2,1,0,447.0,2_1,[2],2,234
131,131,2,1,0,425.0,2_1,[2],2,234
89,89,2,1,0,405.0,2_1,[2],2,234
85,85,2,1,0,397.0,2_1,[2],2,234
66,66,2,1,0,253.0,2_1,[2],2,234
30,30,2,1,0,186.0,2_1,[2],2,234
2,2,2,1,0,16.0,2_1,[2],2,234
307,307,2,1,0,646.0,2_1,[2],2,234
318,318,2,1,0,655.0,2_1,[2],2,234
528,528,2,1,0,800.0,2_1,[2],2,234
330,330,2,1,0,663.0,2_1,[2],2,234
326,326,2,1,0,661.0,2_1,[2],2,234
366,366,2,1,0,722.0,2_1,[2],2,234
361,361,2,1,0,716.0,2_1,[2],2,234
353,353,2,1,0,715.0,2_1,[2],2,234
383,383,2,1,0,732.0,2_1,[2],2,234
455,455,2,1,0,768.0,2_1,[2],2,234
581,581,2,1,0,847.0,2_1,[2],2,234
463,463,2,1,0,775.0,2_1,[2],2,234
511,511,2,1,0,792.0,2_1,[2],2,234
618,618,2,1,0,919.0,2_1,[2],2,234
621,621,2,1,0,921.0,2_1,[2],2,234
622,622,2,1,0,922.0,2_1,[2],2,234
650,650,2,1,0,961.0,2_1,[2],2,234
557,557,2,1,0,823.0,2_1,[2],2,234
364,364,2,1,0,721.0,2_1,[2],2,234
2517,2517,2,11,0,2522.0,2_11,[2],2,235
54,54,2,11,0,205.0,2_11,[2],2,235
4407,4407,2,11,0,5347.0,2_11,[2],2,235
4409,4409,2,11,0,5353.0,2_11,[2],2,235
915,915,2,15,0,1251.0,2_15,[2],2,236
872,872,2,15,0,1214.0,2_15,[2],2,236
869,869,2,15,0,1209.0,2_15,[2],2,236
941,941,2,15,0,1286.0,2_15,[2],2,236
799,799,2,15,0,1186.0,2_15,[2],2,236
752,752,2,15,0,1159.0,2_15,[2],2,236
81,81,2,15,0,387.0,2_15,[2],2,236
935,935,2,15,0,1271.0,2_15,[2],2,236
937,937,2,15,0,1283.0,2_15,[2],2,236
931,931,2,15,0,1264.0,2_15,[2],2,236
924,924,2,15,0,1253.0,2_15,[2],2,236
835,835,2,15,0,1192.0,2_15,[2],2,236
2133,2133,2,15,0,2023.0,2_15,[2],2,236
945,945,2,15,0,1291.0,2_15,[2],2,236
1016,1016,2,15,0,1309.0,2_15,[2],2,236
2105,2105,2,15,0,2012.0,2_15,[2],2,236
1056,1056,2,15,0,1333.0,2_15,[2],2,236
1751,1751,2,15,0,1829.0,2_15,[2],2,236
1114,1114,2,15,0,1357.0,2_15,[2],2,236
1169,1169,2,15,0,1374.0,2_15,[2],2,236
1253,1253,2,15,0,1396.0,2_15,[2],2,236
1355,1355,2,15,0,1560.0,2_15,[2],2,236
965,965,2,15,0,1293.0,2_15,[2],2,236
1357,1357,2,15,0,1561.0,2_15,[2],2,236
1461,1461,2,15,0,1641.0,2_15,[2],2,236
1670,1670,2,15,0,1731.0,2_15,[2],2,236
1607,1607,2,15,0,1690.0,2_15,[2],2,236
1368,1368,2,15,0,1581.0,2_15,[2],2,236
967,967,2,15,0,1296.0,2_15,[2],2,236
2490,2490,2,2,0,2482.0,2_2,[2],2,237
2489,2489,2,2,0,2482.0,2_2,[2],2,237
2491,2491,2,2,0,2482.0,2_2,[2],2,237
2361,2361,2,2,0,2188.0,2_2,[2],2,237
2134,2134,2,2,0,2023.0,2_2,[2],2,237
1937,1937,2,2,0,1923.0,2_2,[2],2,237
1930,1930,2,2,0,1918.0,2_2,[2],2,237
1831,1831,2,2,0,1883.0,2_2,[2],2,237
4295,4295,2,2,0,5179.0,2_2,[2],2,237
2492,2492,2,2,0,2482.0,2_2,[2],2,237
2694,2694,2,2,0,2823.0,2_2,[2],2,237
2693,2693,2,2,0,2823.0,2_2,[2],2,237
2692,2692,2,2,0,2810.0,2_2,[2],2,237
2657,2657,2,2,0,2767.0,2_2,[2],2,237
2656,2656,2,2,0,2751.0,2_2,[2],2,237
2652,2652,2,2,0,2749.0,2_2,[2],2,237
2641,2641,2,2,0,2718.0,2_2,[2],2,237
2638,2638,2,2,0,2699.0,2_2,[2],2,237
2630,2630,2,2,0,2666.0,2_2,[2],2,237
1830,1830,2,2,0,1883.0,2_2,[2],2,237
2547,2547,2,2,0,2578.0,2_2,[2],2,237
2530,2530,2,2,0,2534.0,2_2,[2],2,237
2524,2524,2,2,0,2524.0,2_2,[2],2,237
2523,2523,2,2,0,2524.0,2_2,[2],2,237
2522,2522,2,2,0,2524.0,2_2,[2],2,237
2521,2521,2,2,0,2524.0,2_2,[2],2,237
2520,2520,2,2,0,2524.0,2_2,[2],2,237
2519,2519,2,2,0,2524.0,2_2,[2],2,237
2518,2518,2,2,0,2524.0,2_2,[2],2,237
2493,2493,2,2,0,2482.0,2_2,[2],2,237
2545,2545,2,2,0,2566.0,2_2,[2],2,237
1829,1829,2,2,0,1883.0,2_2,[2],2,237
1462,1462,2,2,0,1641.0,2_2,[2],2,237
1818,1818,2,2,0,1881.0,2_2,[2],2,237
795,795,2,2,0,1183.0,2_2,[2],2,237
796,796,2,2,0,1183.0,2_2,[2],2,237
886,886,2,2,0,1226.0,2_2,[2],2,237
887,887,2,2,0,1226.0,2_2,[2],2,237
902,902,2,2,0,1241.0,2_2,[2],2,237
932,932,2,2,0,1267.0,2_2,[2],2,237
933,933,2,2,0,1267.0,2_2,[2],2,237
938,938,2,2,0,1283.0,2_2,[2],2,237
939,939,2,2,0,1283.0,2_2,[2],2,237
1110,1110,2,2,0,1343.0,2_2,[2],2,237
1112,1112,2,2,0,1354.0,2_2,[2],2,237
1167,1167,2,2,0,1372.0,2_2,[2],2,237
1170,1170,2,2,0,1374.0,2_2,[2],2,237
1171,1171,2,2,0,1374.0,2_2,[2],2,237
1828,1828,2,2,0,1883.0,2_2,[2],2,237
1302,1302,2,2,0,1436.0,2_2,[2],2,237
1336,1336,2,2,0,1518.0,2_2,[2],2,237
1337,1337,2,2,0,1518.0,2_2,[2],2,237
1343,1343,2,2,0,1552.0,2_2,[2],2,237
1344,1344,2,2,0,1552.0,2_2,[2],2,237
1345,1345,2,2,0,1552.0,2_2,[2],2,237
1383,1383,2,2,0,1595.0,2_2,[2],2,237
1384,1384,2,2,0,1595.0,2_2,[2],2,237
2714,2714,2,2,0,2999.0,2_2,[2],2,237
1463,1463,2,2,0,1641.0,2_2,[2],2,237
1541,1541,2,2,0,1662.0,2_2,[2],2,237
1608,1608,2,2,0,1690.0,2_2,[2],2,237
1815,1815,2,2,0,1881.0,2_2,[2],2,237
1816,1816,2,2,0,1881.0,2_2,[2],2,237
1817,1817,2,2,0,1881.0,2_2,[2],2,237
1335,1335,2,2,0,1518.0,2_2,[2],2,237
2715,2715,2,2,0,3029.0,2_2,[2],2,237
2733,2733,2,2,0,3125.0,2_2,[2],2,237
2717,2717,2,2,0,3034.0,2_2,[2],2,237
4384,4384,2,2,0,5315.0,2_2,[2],2,237
3964,3964,2,2,0,4841.0,2_2,[2],2,237
4405,4405,2,2,0,5339.0,2_2,[2],2,237
3960,3960,2,2,0,4839.0,2_2,[2],2,237
3953,3953,2,2,0,4834.0,2_2,[2],2,237
3928,3928,2,2,0,4827.0,2_2,[2],2,237
3970,3970,2,2,0,4854.0,2_2,[2],2,237
755,755,2,2,0,1159.0,2_2,[2],2,237
3737,3737,2,2,0,4612.0,2_2,[2],2,237
3711,3711,2,2,0,4609.0,2_2,[2],2,237
3660,3660,2,2,0,4438.0,2_2,[2],2,237
3645,3645,2,2,0,4407.0,2_2,[2],2,237
3644,3644,2,2,0,4407.0,2_2,[2],2,237
3609,3609,2,2,0,4392.0,2_2,[2],2,237
3757,3757,2,2,0,4650.0,2_2,[2],2,237
3583,3583,2,2,0,4359.0,2_2,[2],2,237
4380,4380,2,2,0,5308.0,2_2,[2],2,237
4085,4085,2,2,0,4935.0,2_2,[2],2,237
4291,4291,2,2,0,5174.0,2_2,[2],2,237
4209,4209,2,2,0,5073.0,2_2,[2],2,237
4208,4208,2,2,0,5073.0,2_2,[2],2,237
4187,4187,2,2,0,5037.0,2_2,[2],2,237
4145,4145,2,2,0,5017.0,2_2,[2],2,237
4134,4134,2,2,0,5007.0,2_2,[2],2,237
4044,4044,2,2,0,4897.0,2_2,[2],2,237
4122,4122,2,2,0,5003.0,2_2,[2],2,237
4108,4108,2,2,0,4981.0,2_2,[2],2,237
4106,4106,2,2,0,4977.0,2_2,[2],2,237
4105,4105,2,2,0,4977.0,2_2,[2],2,237
4101,4101,2,2,0,4975.0,2_2,[2],2,237
4093,4093,2,2,0,4948.0,2_2,[2],2,237
4086,4086,2,2,0,4935.0,2_2,[2],2,237
4111,4111,2,2,0,4982.0,2_2,[2],2,237
2716,2716,2,2,0,3034.0,2_2,[2],2,237
3538,3538,2,2,0,4327.0,2_2,[2],2,237
3496,3496,2,2,0,4266.0,2_2,[2],2,237
2799,2799,2,2,0,3429.0,2_2,[2],2,237
2798,2798,2,2,0,3429.0,2_2,[2],2,237
